Category,Latitude,Longitude
Business,27.757488,85.3487873
Business,27.7573806,85.3489035
Business,27.75736,85.348935
Business,27.7572167,85.3490372
Business,27.7571952,85.3491212
Business,27.7571434,85.3492617
Business,27.7571124,85.3494148
Business,27.75712,85.349425
Business,27.7571529,85.349475
Business,27.7572233,85.3495833
Business,27.7573635,85.3496666
Business,27.7575704,85.3495693
Business,27.7576733,85.3493949
Business,27.757711,85.3496019
Business,27.7578527,85.3497937
Business,27.7579089,85.3499461
Business,27.752565,85.341635
Business,27.7524681,85.341379
Business,27.7522811,85.3406983
Business,27.7521569,85.3401547
Business,27.7528672,85.3399153
Business,27.753781,85.3393497
Business,27.757955,85.349855
Business,27.7580333,85.3498583
Business,27.758035,85.349935
Business,27.7581355,85.3500486
Business,27.7583283,85.3502073
Business,27.7580817,85.34917
Business,27.757939,85.3498541
Business,27.7561492,85.3455311
Business,27.7563939,85.3456872
Business,27.7520854,85.3399567
Business,27.7523046,85.3422431
Business,27.752561,85.3419781
Business,27.7525388,85.3420046
Business,27.7523435,85.3421946
Business,27.7524267,85.3436337
Business,27.7523763,85.3445446
Business,27.7526248,85.3447185
Business,27.7523067,85.3426082
Business,27.7525086,85.3436559
Business,27.7524314,85.3445208
Business,27.7524774,85.3415758
Business,27.7525017,85.3414367
Business,27.7522966,85.3404933
Business,27.7527202,85.3401176
Business,27.7530806,85.3399823
Business,27.7538512,85.3394146
Business,27.7541908,85.3388145
Business,27.7547621,85.3388211
Business,27.759164,85.3505969
Business,27.7593717,85.3509448
Business,27.759415,85.3510214
Business,27.7596465,85.3512059
Business,27.759637,85.3512791
Business,27.7599159,85.3512956
Business,27.7600261,85.3513513
Business,27.7600499,85.3513644
Business,27.7605157,85.3500706
Business,27.7605355,85.3500385
Business,27.7605233,85.3500283
Business,27.7604388,85.3495785
Business,27.7587178,85.3491361
Business,27.749233,85.3419759
Business,27.7492409,85.3419873
Business,27.7503224,85.3423247
Business,27.7492029,85.3408871
Business,27.7488905,85.340455
Business,27.7483684,85.3413745
Business,27.7519507,85.3401154
Business,27.752342,85.3407673
Business,27.7521591,85.3444002
Business,27.7501648,85.3411081
Business,27.7542616,85.3479611
Business,27.752998,85.3468902
Business,27.7494606,85.3426236
Business,27.7491445,85.3423981
Business,27.7495007,85.3416871
Business,27.7492262,85.3415896
Business,27.7486347,85.3405327
Business,27.7488356,85.3406726
Business,27.751536,85.3439721
Business,27.7495859,85.3448426
Business,27.7491525,85.3454237
Business,27.7494478,85.345423
Business,27.7505958,85.3450527
Business,27.7505256,85.3453938
Business,27.7507422,85.3455382
Business,27.7508042,85.3455418
Business,27.7509896,85.3456021
Business,27.7510308,85.345616
Business,27.7513357,85.345801
Business,27.7517033,85.3460431
Business,27.7517559,85.3461497
Business,27.7521202,85.3457903
Business,27.7522396,85.345103
Business,27.7526882,85.3447419
Business,27.7525054,85.3450852
Business,27.7525681,85.3446926
Business,27.7500152,85.3461004
Business,27.7506274,85.3454795
Business,27.7507069,85.3456159
Business,27.7508494,85.3455907
Business,27.7512425,85.3459154
Business,27.7520127,85.3461259
Business,27.7525443,85.3446119
Business,27.7563471,85.3462967
Business,27.7581126,85.3476357
Business,27.7580838,85.3479664
Business,27.7577949,85.3481978
Business,27.7578218,85.3481756
Business,27.7578455,85.3481531
Business,27.7579935,85.3482074
Business,27.7578777,85.3480006
Business,27.7580342,85.3478907
Business,27.7582689,85.3475851
Business,27.7583272,85.347464
Business,27.7586171,85.3476671
Business,27.7576911,85.3486415
Business,27.7576699,85.3484438
Business,27.7577447,85.3485622
Business,27.7563283,85.3482133
Business,27.757733,85.3480579
Business,27.7554544,85.3453238
Business,27.7555879,85.3453679
Business,27.75813,85.3479964
Business,27.7580847,85.3478613
Business,27.7579123,85.3479956
Business,27.7574401,85.3488041
Business,27.756425,85.3485309
Business,27.7576892,85.3484835
Business,27.7569286,85.3494846
Business,27.7573524,85.3489726
Business,27.7575371,85.3489214
Business,27.7572762,85.3489093
Business,27.7572185,85.3489621
Business,27.7564084,85.348693
Business,27.7564117,85.34871
Business,27.7572525,85.3490363
Business,27.7567362,85.3492263
Business,27.75645,85.34919
Business,27.7566049,85.3490047
Business,27.7567095,85.3491487
Business,27.7539917,85.3478078
Business,27.7534683,85.3468992
Business,27.755861,85.3481247
Business,27.7524855,85.3410627
Business,27.7541188,85.338581
Business,27.7545815,85.3386683
Business,27.7552993,85.3456006
Business,27.7563609,85.3461083
Business,27.7525794,85.3412037
Business,27.7508374,85.3433995
Business,27.7599107,85.3506842
Business,27.7489064,85.3426654
Business,27.7499789,85.3421058
Business,27.7489998,85.3408934
Business,27.7492702,85.3415844
Business,27.7493212,85.3414412
Business,27.7488804,85.3407475
Business,27.7484407,85.3404903
Business,27.7530624,85.3461868
Business,27.7524154,85.3410975
Business,27.7545917,85.347763
Business,27.7531005,85.3467373
Business,27.7520748,85.3463908
Business,27.7553573,85.3483273
Business,27.7559283,85.3487957
Business,27.7493969,85.3430036
Business,27.7495071,85.3429565
Business,27.7494066,85.3426008
Business,27.7492333,85.3418707
Business,27.7494863,85.341477
Business,27.7491703,85.3410651
Business,27.74917,85.34106
Business,27.7491705,85.3410792
Business,27.749389,85.3408007
Business,27.7483675,85.3411939
Business,27.7489433,85.340645
Business,27.7545457,85.3437263
Business,27.7492998,85.3445596
Business,27.7493332,85.3444968
Business,27.7503537,85.3454784
Business,27.7517558,85.3459577
Business,27.7527196,85.3451234
Business,27.7579918,85.3480283
Business,27.7579914,85.3490008
Business,27.7576857,85.3484561
Government Health Facility,27.7543333,85.3443281
Private Hospital/NGO Hospital,27.757711,85.3496019
Private Hospital/NGO Hospital,27.7536561,85.3413711
Private Hospital/NGO Hospital,27.7502337,85.3454278
Pharmacy/Private Clinic/NGO Clinic,27.7589469,85.3506417
Pharmacy/Private Clinic/NGO Clinic,27.7575438,85.3488135
Pharmacy/Private Clinic/NGO Clinic,27.7578527,85.3497937
Pharmacy/Private Clinic/NGO Clinic,27.749086,85.3407662
Pharmacy/Private Clinic/NGO Clinic,27.7505256,85.3453938
Pharmacy/Private Clinic/NGO Clinic,27.7510308,85.345616
Pharmacy/Private Clinic/NGO Clinic,27.7513357,85.345801
Pharmacy/Private Clinic/NGO Clinic,27.7569286,85.3494846
Pharmacy/Private Clinic/NGO Clinic,27.7567362,85.3492263
Government office,27.7552043,85.3471846
Government office,27.7563633,85.3456816
NGO/INGOs/Private Office,27.755779,85.3481594
NGO/INGOs/Private Office,27.7592901,85.3509567
NGO/INGOs/Private Office,27.7523563,85.3454151
NGO/INGOs/Private Office,27.7541061,85.346443
NGO/INGOs/Private Office,27.7513357,85.345801
Bank,27.757711,85.3496019
Bank,27.7578527,85.3497937
Bank,27.7591676,85.3507699
Bank,27.7513357,85.345801
Green Space,27.7556473,85.3479247
Green Space,27.7533763,85.3392406
Green Space,27.7544721,85.3464623
Green Space,27.7563944,85.3458101
Green Space,27.7558736,85.3462247
Green Space,27.7560197,85.34664
Green Space,27.7521396,85.3401835
Green Space,27.7518896,85.3414451
Green Space,27.7522645,85.342182
Green Space,27.7512917,85.3424014
Green Space,27.750346,85.3413246
Green Space,27.7552087,85.3432705
Green Space,27.7537734,85.3400176
Green Space,27.7528462,85.339923
Green Space,27.7489934,85.3422318
Green Space,27.7538173,85.3460428
Green Space,27.7543601,85.3465657
Green Space,27.7506455,85.3417011
Green Space,27.7505644,85.3441143
Green Space,27.7585344,85.3488076
Green Space,27.7586156,85.3487868
Green Space,27.7594916,85.3483221
Green Space,27.7594463,85.3493176
Green Space,27.7577243,85.3478777
Green Space,27.75768,85.3477683
Green Space,27.756468,85.3482569
Green Space,27.7566533,85.34807
Green Space,27.7567007,85.3471721
Green Space,27.7561983,85.3467862
Green Space,27.7558814,85.343687
Green Space,27.7559607,85.3431722
Green Space,27.7554269,85.3435211
Green Space,27.7562067,85.3428209
Green Space,27.7561625,85.3448161
Green Space,27.7571515,85.3472182
Police Station,27.7534889,85.3401061
Industry/Factory,27.7561235,85.3463874
Industry/Factory,27.7549006,85.3468659
Industry/Factory,27.7549326,85.3476213
Industry/Factory,27.7523865,85.3423596
Industry/Factory,27.7572627,85.3487821
Dumping Sites,27.7539037,85.3393563
Dumping Sites,27.7547133,85.338765
"Blue spaces (rivers, lakes, pond)",27.7484688,85.3422051
"Blue spaces (rivers, lakes, pond)",27.7482483,85.3415993
"Blue spaces (rivers, lakes, pond)",27.748455,85.3407829
"Blue spaces (rivers, lakes, pond)",27.7501254,85.3444528
"Blue spaces (rivers, lakes, pond)",27.7526641,85.3452091
"Public Water Sources (Tap water, Well, Dhunge dhara, tube wellPub)",27.7547019,85.3434516
"Public Water Sources (Tap water, Well, Dhunge dhara, tube wellPub)",27.7563102,85.3439457
"Public Water Sources (Tap water, Well, Dhunge dhara, tube wellPub)",27.7566777,85.3464308
Farm for crops,27.7527009,85.3417935
Farm for crops,27.7528194,85.3406886
Farm for crops,27.752999,85.3415115
Farm for crops,27.7529013,85.3400069
Farm for crops,27.7549469,85.3390135
Farm for crops,27.7553817,85.3392422
Farm for crops,27.7583278,85.3494284
Farm for crops,27.7520551,85.3407782
Farm for crops,27.7522845,85.3410588
Farm for crops,27.7523398,85.3425694
Farm for crops,27.7508367,85.3423067
Farm for crops,27.7507618,85.3414596
Farm for crops,27.7509257,85.3412646
Farm for crops,27.749683,85.3413299
Farm for crops,27.749995,85.3421237
Farm for crops,27.7531499,85.3416624
Farm for crops,27.7530279,85.3421374
Farm for crops,27.7524101,85.3435771
Farm for crops,27.7528366,85.3447693
Farm for crops,27.7528465,85.3435712
Farm for crops,27.7535989,85.3436422
Farm for crops,27.7532044,85.3419177
Farm for crops,27.7526519,85.341628
Farm for crops,27.7497683,85.3431594
Farm for crops,27.7523605,85.3445
Farm for crops,27.7527788,85.3441237
Farm for crops,27.7532493,85.3425662
Farm for crops,27.7550314,85.3420773
Farm for crops,27.755448,85.3447503
Farm for crops,27.7555677,85.3450022
Farm for crops,27.7553411,85.3453789
Farm for crops,27.7549676,85.3443845
Farm for crops,27.7544354,85.344022
Farm for crops,27.7548186,85.3442445
Farm for crops,27.7548228,85.3442164
Farm for crops,27.7545984,85.3438292
Farm for crops,27.7546017,85.3437741
Farm for crops,27.754447,85.3422604
Farm for crops,27.754479,85.3418716
Farm for crops,27.7538877,85.3422854
Farm for crops,27.7537854,85.3422892
Farm for crops,27.7539622,85.3435488
Farm for crops,27.75395,85.3436817
Farm for crops,27.7537293,85.3439817
Farm for crops,27.7538417,85.3440417
Farm for crops,27.752797,85.3419055
Farm for crops,27.753031,85.3411278
Farm for crops,27.7531136,85.3400071
Farm for crops,27.7528598,85.3396793
Farm for crops,27.7550183,85.3392642
Farm for crops,27.7552167,85.3395809
Farm for crops,27.7553032,85.3398644
Farm for crops,27.7602458,85.3496718
Farm for crops,27.7600635,85.3496777
Farm for crops,27.7600518,85.3496552
Farm for crops,27.7593928,85.3504004
Farm for crops,27.7598902,85.3500762
Farm for crops,27.7596582,85.3496842
Farm for crops,27.7533148,85.3463472
Farm for crops,27.7536807,85.3464649
Farm for crops,27.7542589,85.3453684
Farm for crops,27.7542185,85.3457215
Farm for crops,27.7549137,85.3450419
Farm for crops,27.7536687,85.3445927
Farm for crops,27.753437,85.3445931
Farm for crops,27.75193,85.3406986
Farm for crops,27.7520514,85.3410777
Farm for crops,27.7517795,85.3426743
Farm for crops,27.7519034,85.3433004
Farm for crops,27.7517245,85.3430315
Farm for crops,27.7517261,85.3441271
Farm for crops,27.7509601,85.3413593
Farm for crops,27.7509869,85.3413214
Farm for crops,27.7502885,85.3413582
Farm for crops,27.749643,85.3411559
Farm for crops,27.7506136,85.342599
Farm for crops,27.7528091,85.346064
Farm for crops,27.7492024,85.3420848
Farm for crops,27.7495132,85.3414549
Farm for crops,27.7488294,85.3422839
Farm for crops,27.7554515,85.3447522
Farm for crops,27.7555768,85.3448043
Farm for crops,27.754872,85.3444831
Farm for crops,27.7545657,85.3438734
Farm for crops,27.7543112,85.3431631
Farm for crops,27.7541579,85.342188
Farm for crops,27.7540402,85.3422095
Farm for crops,27.7535844,85.3425886
Farm for crops,27.7538005,85.3437982
Farm for crops,27.75385,85.3438785
Farm for crops,27.7538399,85.3439806
Farm for crops,27.7540423,85.3442063
Farm for crops,27.7515054,85.3435663
Farm for crops,27.7508258,85.3440949
Farm for crops,27.7501109,85.3445301
Farm for crops,27.7570616,85.3460586
Farm for crops,27.7507358,85.3450492
Farm for crops,27.7510181,85.3451436
Farm for crops,27.7510205,85.3449531
Farm for crops,27.752225,85.3456506
Farm for crops,27.7570615,85.3458287
Farm for crops,27.7569875,85.3466578
Farm for crops,27.7573218,85.3475179
Farm for crops,27.7570415,85.3466775
Farm for crops,27.7588198,85.3487797
Farm for crops,27.7587346,85.3477881
Farm for crops,27.7674004,85.349167
Farm for crops,27.756479,85.3448129
Farm for crops,27.7558814,85.343687
Farm for crops,27.7560865,85.343604
Farm for crops,27.7558858,85.3432762
Farm for crops,27.7559607,85.3431722
Farm for crops,27.7558107,85.342725
Farm for crops,27.7559957,85.3426798
Farm for crops,27.7556799,85.3427273
Farm for crops,27.7552966,85.3420608
Farm for crops,27.75525,85.3420706
Farm for crops,27.7554688,85.3445839
Farm for crops,27.7558871,85.34444
Farm for crops,27.7555615,85.3446348
Farm for crops,27.7554544,85.3453238
Farm for crops,27.7559731,85.3455482
Farm for crops,27.7559454,85.3450508
Farm for crops,27.7561685,85.3449669
Farm for crops,27.7557801,85.3451748
Farm for crops,27.7665659,85.3498382
Farm for crops,27.7572986,85.3462786
Farm for crops,27.7568062,85.3469817
Farm for crops,27.7569809,85.3471042
Animal Farm,27.7529,85.3401114
Animal Farm,27.7552186,85.3396247
Animal Farm,27.7545137,85.3427949
Animal Farm,27.752818,85.3409237
Animal Farm,27.7553798,85.3451047
Animal Farm,27.7571513,85.3466894
Animal Farm,27.7559957,85.3426798
Animal Farm,27.7556799,85.3427273
Meat Shops,27.7573806,85.3489035
Meat Shops,27.7522939,85.3405403
Meat Shops,27.752636,85.3447282
Meat Shops,27.7491792,85.3408997
Meat Shops,27.7522311,85.3406385
Meat Shops,27.7526656,85.3425027
Meat Shops,27.752998,85.3468902
Meat Shops,27.7505256,85.3453938
Meat Shops,27.7525681,85.3446926
Meat Shops,27.7581353,85.3475031
Meat Shops,27.7525443,85.3446119
Meat Shops,27.7575477,85.3486465
Meat Shops,27.7579074,85.3480172
Meat Shops,27.7578656,85.3479597
Meat Shops,27.7562429,85.3460332
Meat Shops,27.7564468,85.3486642
Liquor Shops,27.7525236,85.3438518
Liquor Shops,27.752342,85.3407673
Liquor Shops,27.7522102,85.3416682
Liquor Shops,27.7526882,85.3447419
Liquor Shops,27.7575118,85.348763
Liquor Shops,27.7579091,85.3481565
Liquor Shops,27.7562986,85.3464595
Liquor Shops,27.7569286,85.3494846
Apartments/Housing,27.7524322,85.3436834
"Risk Zone (Man hole, open wires, accident prone areas",27.7553979,85.3443723
"Risk Zone (Man hole, open wires, accident prone areas",27.7556473,85.344848
"Risk Zone (Man hole, open wires, accident prone areas",27.7495173,85.3430731
"Risk Zone (Man hole, open wires, accident prone areas",27.7550747,85.342503
"Risk Zone (Man hole, open wires, accident prone areas",27.7551738,85.3425983
"Risk Zone (Man hole, open wires, accident prone areas",27.7550256,85.3421185
"Risk Zone (Man hole, open wires, accident prone areas",27.7574401,85.3488041
Recreation Center,27.7495839,85.3438752
Recreation Center,27.7513357,85.345801
Recreation Center,27.7519672,85.3451136
Construction Sites,27.7525281,85.346411
Construction Sites,27.7518896,85.3414451
Construction Sites,27.7523949,85.3443292
Construction Sites,27.7512917,85.3424014
Construction Sites,27.7493157,85.343073
Construction Sites,27.7542966,85.3403323
Construction Sites,27.7605564,85.3500861
Construction Sites,27.7493106,85.3415809
Construction Sites,27.7503833,85.3428373
Construction Sites,27.7553746,85.3456241
Construction Sites,27.7507943,85.3421103
Construction Sites,27.7525243,85.3465099
Construction Sites,27.7507496,85.3431834
Construction Sites,27.749336,85.3423983
Construction Sites,27.758878,85.3478338
Construction Sites,27.755998,85.3425959
Construction Sites,27.7571433,85.3478417
Construction Sites,27.7575684,85.3486632
Construction Sites,27.7570783,85.3478217
Construction Sites,27.7551837,85.3394034
Public Transporation Stand,27.749175,85.3432004
"Mart (eg. BigMart, KKMart, Salesberry)",27.7527553,85.3467334
"Mart (eg. BigMart, KKMart, Salesberry)",27.7564486,85.3456474
"Mart (eg. BigMart, KKMart, Salesberry)",27.7560456,85.3469231
"Mart (eg. BigMart, KKMart, Salesberry)",27.7544488,85.3472617
"Mart (eg. BigMart, KKMart, Salesberry)",27.749161,85.3412665
"Mart (eg. BigMart, KKMart, Salesberry)",27.7513357,85.345801
"Mart (eg. BigMart, KKMart, Salesberry)",27.7578064,85.3482226
"Mart (eg. BigMart, KKMart, Salesberry)",27.7570883,85.349305
Open Space,27.7574972,85.3494336
Open Space,27.7563872,85.3484955
Open Space,27.7531342,85.3415385
Open Space,27.7539348,85.3406727
Open Space,27.752709,85.34015
Open Space,27.753277,85.3400909
Open Space,27.7537248,85.3402205
Open Space,27.7530936,85.3395898
Open Space,27.7541989,85.3391998
Open Space,27.7541146,85.3388764
Open Space,27.7551911,85.3455374
Open Space,27.752757,85.343715
Open Space,27.7531696,85.3425834
Open Space,27.7500782,85.3438176
Open Space,27.7492901,85.3430778
Open Space,27.7526212,85.3438282
Open Space,27.7553182,85.344537
Open Space,27.7551737,85.344693
Open Space,27.754239,85.3420173
Open Space,27.7541696,85.3420464
Open Space,27.7540534,85.3427675
Open Space,27.753625,85.3430236
Open Space,27.7534733,85.341525
Open Space,27.7536791,85.3407885
Open Space,27.7534649,85.3406045
Open Space,27.752304,85.3400448
Open Space,27.7535301,85.3400274
Open Space,27.7531719,85.3397128
Open Space,27.7540796,85.3391381
Open Space,27.7541566,85.3387562
Open Space,27.7492517,85.3415833
Open Space,27.7535923,85.3463408
Open Space,27.7545882,85.3451389
Open Space,27.7531501,85.3467152
Open Space,27.7534996,85.3472803
Open Space,27.7551168,85.3479791
Open Space,27.7507931,85.34327
Open Space,27.7500987,85.343334
Open Space,27.750084,85.3434569
Open Space,27.7490621,85.3435942
Open Space,27.7494398,85.3428772
Open Space,27.7494818,85.3430558
Open Space,27.7502923,85.3423439
Open Space,27.7503065,85.3426092
Open Space,27.7553167,85.3447767
Open Space,27.7551768,85.3451487
Open Space,27.7544663,85.3444101
Open Space,27.7544861,85.3441647
Open Space,27.7553326,85.344533
Open Space,27.7495049,85.3448641
Open Space,27.7493283,85.3444917
Open Space,27.7507972,85.3449973
Open Space,27.7519817,85.3451204
Open Space,27.751512,85.3450545
Open Space,27.7564966,85.3457902
Open Space,27.7585904,85.3480341
Open Space,27.7562628,85.3442742
Open Space,27.7548993,85.3413771
Open Space,27.7554772,85.3454206
Open Space,27.7572724,85.3462475
Open Space,27.7569568,85.3467311
Residential Institution,27.753474,85.3465271
Educational Institute,27.7580438,85.3491802
Educational Institute,27.7556975,85.3471978
Educational Institute,27.7524587,85.3418652
Educational Institute,27.7549119,85.3454894
Educational Institute,27.7533702,85.3469518
Educational Institute,27.749422,85.3435011
Educational Institute,27.7580872,85.3476471
Educational Institute,27.7576921,85.348385
Religious Place,27.7530159,85.3410035
Religious Place,27.7528921,85.3396637
Religious Place,27.7586839,85.3502559
Religious Place,27.7558852,85.3463143
Religious Place,27.7509368,85.3435174
Religious Place,27.7530947,85.3391321
Religious Place,27.7553018,85.3398833
Religious Place,27.7602067,85.3511605
Religious Place,27.7545139,85.3441274
Religious Place,27.7499461,85.344441
Religious Place,27.7566693,85.3459376
Religious Place,27.7564867,85.3462196
Religious Place,27.7566515,85.3458936
Religious Place,27.7566172,85.3463111
Residential,27.755374,85.3452721
Residential,27.7554373,85.3451765
Residential,27.7554466,85.3451144
Residential,27.7572596,85.3491243
Residential,27.7554789,85.3452443
Residential,27.7602393,85.3491682
Residential,27.7564877,85.3458467
Residential,27.7568355,85.3459989
Residential,27.7521996,85.3458641
Residential,27.7521524,85.3407276
Residential,27.7530049,85.3462108
Residential,27.7533243,85.3466419
Residential,27.756808,85.3461653
Residential,27.6890284,85.3747157
Residential,27.7572647,85.3492094
Residential,27.756254,85.3457735
Residential,27.7563292,85.3459372
Residential,27.7564245,85.3459668
Residential,27.7565332,85.3459895
Residential,27.7564232,85.3460024
Residential,27.7598937,85.3506568
Residential,27.7598989,85.3505171
Residential,27.7556263,85.3445784
Residential,27.754581,85.3441608
Residential,27.7572577,85.3491864
Residential,27.7554029,85.3453154
Residential,27.755156,85.344863
Residential,27.7544536,85.3444903
Residential,27.7524616,85.341592
Residential,27.7526219,85.3458769
Residential,27.7524423,85.3421445
Residential,27.7521493,85.340293
Residential,27.7540987,85.3471188
Residential,27.7567664,85.3462403
Residential,27.7540572,85.3470145
Residential,27.7540751,85.3469382
Residential,27.7540315,85.3469801
Residential,27.7541173,85.3470694
Residential,27.7543497,85.3472179
Residential,27.7599709,85.3509205
Residential,27.759937,85.3507679
Residential,27.7598293,85.3508764
Residential,27.7598719,85.3507924
Residential,27.754063,85.3470648
Residential,27.7566877,85.3455934
Residential,27.7562439,85.3458302
Residential,27.7562976,85.3458301
Residential,27.7564492,85.3460193
Residential,27.7542399,85.3473806
Residential,27.7597517,85.3504761
Residential,27.7597533,85.3506313
Residential,27.7570304,85.3488798
Residential,27.757096,85.3489951
Residential,27.7571651,85.3491544
Residential,27.7542786,85.3474536
Residential,27.7543257,85.3473595
Residential,27.7521895,85.3458734
Residential,27.7571395,85.3492013
Residential,27.757306,85.3492423
Residential,27.7571496,85.3492226
Residential,27.7572822,85.3489543
Residential,27.7502362,85.3449269
Residential,27.7504563,85.3445949
Residential,27.7507165,85.3452095
Residential,27.7505656,85.3446606
Residential,27.7502967,85.344721
Residential,27.7505065,85.3448473
Residential,27.7565459,85.3484775
Residential,27.7564,85.3482767
Residential,27.7566609,85.3479095
Residential,27.7566003,85.3466292
Residential,27.7564614,85.3458718
Residential,27.7558886,85.345695
Residential,27.75625,85.3457035
Residential,27.7562515,85.3459251
Residential,27.7563024,85.3457973
Residential,27.7498659,85.3433108
Residential,27.7497341,85.3430907
Residential,27.7498103,85.343308
Residential,27.7567727,85.3463501
Residential,27.7567796,85.3465045
Residential,27.7522303,85.3406185
Residential,27.7523657,85.3422233
Residential,27.7519255,85.3422634
Residential,27.751896,85.3413612
Residential,27.7542261,85.3473071
Residential,27.7543053,85.3475059
Residential,27.7530186,85.3462442
Residential,27.7568434,85.3462662
Residential,27.754844,85.3473035
Residential,27.7565767,85.3485824
Residential,27.7565,85.3466344
Residential,27.7566344,85.3484148
Residential,27.7566961,85.3485791
Residential,27.7565957,85.3484553
Residential,27.757164,85.3491382
Residential,27.7526642,85.3419298
Residential,27.7523284,85.3410834
Residential,27.7526035,85.3401104
Residential,27.752715,85.3406363
Residential,27.7524098,85.3401166
Residential,27.7531843,85.3414311
Residential,27.7527648,85.3414447
Residential,27.753171,85.3413054
Residential,27.7572631,85.3492411
Residential,27.7571637,85.3491021
Residential,27.7590681,85.3496041
Residential,27.7572828,85.348866
Residential,27.757333,85.3491443
Residential,27.7571848,85.3492401
Residential,27.7524508,85.3423644
Residential,27.7547682,85.3474687
Residential,27.7555049,85.3450609
Residential,27.7549928,85.3446542
Residential,27.7544905,85.3444718
Residential,27.7547816,85.3441345
Residential,27.7558738,85.3445704
Residential,27.7554405,85.3450733
Residential,27.7545083,85.3442283
Residential,27.7548472,85.3443491
Residential,27.7551571,85.3456295
Residential,27.7553642,85.3456859
Residential,27.75578,85.3456792
Residential,27.7542818,85.3472362
Residential,27.757299,85.3490369
Residential,27.7552566,85.3476545
Residential,27.7551855,85.3476467
Residential,27.7551119,85.3479903
Residential,27.7554742,85.347756
Residential,27.7523825,85.3406378
Residential,27.7572483,85.3491192
Residential,27.7572736,85.3491531
Residential,27.7577436,85.3486908
Residential,27.7577402,85.3486658
Residential,27.7577551,85.3486668
Residential,27.7577643,85.3487195
Residential,27.758607,85.3487228
Residential,27.7585851,85.3485849
Residential,27.7588452,85.3484326
Residential,27.7578394,85.3488455
Residential,27.7558108,85.3456261
Residential,27.7585623,85.3489563
Residential,27.7579145,85.349078
Residential,27.7577814,85.3490793
Residential,27.7541741,85.3474114
Residential,27.75413,85.3473944
Residential,27.7584335,85.3495611
Residential,27.7584296,85.3495365
Residential,27.7580725,85.3491032
Residential,27.7580019,85.3491205
Residential,27.7549796,85.3483465
Residential,27.7529644,85.3450229
Residential,27.7532903,85.3451462
Residential,27.753117,85.3455261
Residential,27.7528095,85.3453045
Residential,27.753009,85.3455754
Residential,27.7531117,85.3452782
Residential,27.7532653,85.3454539
Residential,27.7536022,85.3451732
Residential,27.7535849,85.3451701
Residential,27.7548336,85.3462026
Residential,27.7554156,85.3459359
Residential,27.7547901,85.3463276
Residential,27.7541872,85.3443629
Residential,27.7541941,85.3441183
Residential,27.7542956,85.3437963
Residential,27.7543708,85.344434
Residential,27.7547435,85.3443204
Residential,27.7548876,85.3450118
Residential,27.7555441,85.3450617
Residential,27.755836,85.3447224
Residential,27.7547244,85.344075
Residential,27.7554922,85.34488
Residential,27.7545562,85.3439611
Residential,27.7542496,85.3441087
Residential,27.7541071,85.3442989
Residential,27.7554175,85.3454007
Residential,27.7554882,85.3458634
Residential,27.7528568,85.3422583
Residential,27.7530513,85.3422685
Residential,27.7527749,85.3419741
Residential,27.7528493,85.3420679
Residential,27.7528297,85.3420633
Residential,27.7550613,85.3480115
Residential,27.7541974,85.3473286
Residential,27.7551735,85.3475719
Residential,27.7551634,85.3475351
Residential,27.7551701,85.3481565
Residential,27.7553902,85.3479076
Residential,27.7503609,85.3449719
Residential,27.7493342,85.3445679
Residential,27.7506318,85.3446419
Residential,27.7505661,85.3453703
Residential,27.7507964,85.3453907
Residential,27.7510328,85.3453633
Residential,27.751575,85.345505
Residential,27.7518557,85.3456724
